50.;Készítsünk weblapot!  3.;Táblázatok használata, stíluslap csatolása, stíluslap módosítása, statikus honlap publikálása;Weblapkészítés HTML nyelven weblapszerkesztővel. Webdokumentum szerkezetének és alapelemeinek ismerete. Webdokumentum tartalmának és stílusának szerkesztési lehetőségei, szétválasztásuk jelentősége. Stíluslap csatolása weblaphoz, és a benne lévő stílusok használata a dokumentum formázásához;Esettanulmány közös megvalósítása lépésenként, a legfontosabb címkék használatának bemutatása. Előre elkészített stíluslap csatolása, valamint testreszabása. Az elkészült honlap publikálási módjának bemutatása. Gyakorlófeladat egyéni megoldása
51.;Ellenőrzés 1.;Komplex feladat megoldása és ellenőrzése;Az ismeretek ellenőrzése;Honlap készítése és publikálása szabadon választott témában, csoportmunka keretében. Az elkészült munkák tartalmának, valamint kivitelezésének közös értékelése
52.;Ellenőrzés 2.;Komplex feladat megoldása és ellenőrzése;Az ismeretek ellenőrzése;Honlap készítése és publikálása szabadon választott témában, csoportmunka keretében. Az elkészült munkák tartalmának, valamint kivitelezésének közös értékelése
53.;Ismétlés;"Cella, oszlop, sor, cellatartomány, munkalap, munkafüzet, relatív, vegyes és abszolút cellahivatkozás; saját képlet szerkesztése";Az általános iskolában tanult táblázatkezelés-ismeretek áttekintése, rendszerezése. Adatok bevitele, javítása, másolása, formázása. Számítási műveletek adatokkal, képletek szerkesztése;A hétköznapi életből származó adatok táblázatos elrendezése táblázatkezelő alkalmazással, egyszerű képletek alkalmazása, egyszerű diagramok készítése. Például iskolai rendezvény szervezése, osztálypénztár kezelése, termék ártáblázata, útnyilvántartás
54.;Számok, szövegek, logikai kifejezések kezelése;Szöveg, szám- és logikai típus, számformátumok, dátum- és időformátum, százalékformátum, pénznemformátum, logikai műveletek, statisztikai függvények;Szám, szöveg, logikai típusok. Dátum- és idő-, pénznem-, százalékformátumok alkalmazása. Statisztikai függvények;A hétköznapi életből származó adatok táblázatos elrendezése, a problémának megfelelő adattípusok, adatformátumok, képletek alkalmazása. Például pontverseny, iskolai statisztikai adatok, átlagkereset változása, egyszerű gazdasági tevékenység kalkulálása, munkaidő nyilvántartása
55.;Diagramkészítés;Diagram létrehozása, diagramtípusok, diagram-összetevők;Diagram létrehozása, szerkesztése;Egy-egy adatsorból többféle diagram készítése: például a Föld népessége, gazdasági adatok. Az adatok megtévesztő ábrázolásának felismerése. Példák keresése internetes cikkekben és a nyomtatott sajtóban
56.;Szöveg- és dátumkezelő függvények;Dátum- és szövegkezelő függvények, függvény paraméterezése;Szám, szöveg, logikai típusok. Dátum- és idő-, pénznem-, százalékformátumok alkalmazása. Függvények használata, paraméterezése. Hétköznapi problémák megoldása táblázatkezelővel;A hétköznapi életből származó problémák megoldása szöveg- és dátumkezelő függvényekkel. Például monogram, belépési adatok generálása, többnapos tábor részvételi adatai
57.;Keresőfüggvények;Keresőfüggvények, függvény paraméterezése;Függvények használata, paraméterezése. Hétköznapi problémák megoldása táblázatkezelővel. Adatok keresése;A hétköznapi életből származó problémák megoldása kereső függvényekkel. Például: dolgozat pontozása, tanulmányi vagy versenyeredmény sávos jutalmazása, tanulónyilvántartásból adott nevű tanuló adatainak kigyűjtése az adattábla első sorába
58.;Feltételes statisztikai függvények;Feltételtől függő statisztikai függvények, függvény paraméterezése;Függvények használata, paraméterezése. Hétköznapi problémák megoldása táblázatkezelővel. Statisztikai függvények, feltételtől függő számítások;A hétköznapi életből származó statisztikai problémák megoldása feltételes statisztikai függvényekkel. Például: osztálystatisztika, autónyilvántartás, települések nyilvántartásának elemzése. Az adott feltételnek megfelelő adatok kiemelése feltételes formázással
59.;Gyakorlás;Hétköznapi problémák megoldása a megismert eszközökkel;Hétköznapi problémák megoldása táblázatkezelővel;Adott feladat különböző megoldási lehetőségeinek közös elemzése
60.;Ellenőrzés;Hétköznapi problémák megoldása a megismert eszközökkel;Hétköznapi problémák megoldása táblázatkezelővel;Hétköznapi életből származó problémák megoldása a megfelelő adattípusok, adatformátumok, képletek, függvények alkalmazásával
61.;Felhőszolgáltatások;Felhőszolgáltatás, megosztás, kétfaktoros azonosítás;"Online tárolás, megosztás alapfogalmaiSzemélyhez köthető információk és azok védelme";"Felhőszolgáltatás, megosztás alapfogalmainak rendszerezése, gyakorlati alkalmazása csoportmunkábanIskolai környezetnek megfelelő e-szolgáltatások használata"
62.;Az online kommunikációs eszközök csoportosítása;Online kommunikációs eszközök, kommunikáció jellemzői, web 2.0, chat, online közösség;"Az online kommunikáció jellemzőiAz online közösségek szerepe, működése";Az ismeretek rendszerezése, az eszközök csoportosítása, jellemzőik megfigyelése. Az elektronikus kommunikáció szabályainak betartásával két- vagy többrésztvevős kommunikációs lehetőségek és alkalmazások használata
63.;A világháló;Az online kommunikáció jellemzői, tematikus és kulcsszavas információkeresés, hitelesség, adatvédelmi beállítás;"Az online kommunikáció jellemzőiA tanuló ismeri és alkalmazza az információkeresési stratégiákat és technikákat, a találati listát a problémának megfelelően szűri, ellenőrzi annak hitelességét";"Tematikus és kulcsszavas információkeresési stratégiák és technikák alkalmazása például technikai, szaktudományos és szépirodalmi területen.A találati lista szűkítése, bővítése és szűrése, valamint hitelességének ellenőrzése, adatvédelmi beállítások használata"
64.;Elektronikus levelezés;Levelezőrendszer, elektronikus postafiók, biztonsági kockázatok, spam, spamszűrő;"Az online kommunikáció jellemzőiA tanuló használja a két- vagy többrésztvevős kommunikációs lehetőségeket és alkalmazásokat, az online kommunikáció során alkalmazza a kialakult viselkedési kultúrát és szokásokat, a szerepelvárásokat";Levelezés műveleteinek rendszerezése, áttekintése, postafiók beállításai, levelekkel kapcsolatos beállítások, névjegyek, levelezőrendszerek egyéb szolgáltatásainak megismerése, kipróbálása a gyakorlatban. Biztonsági kérdések megbeszélése
65.;Az informatikai eszközök története; a digitális eszközök főbb egységei";Az informatikai eszközök története. A digitális eszközök főbb egységei, periféria;A technológiai változások követése a digitális információforrások használatával. Az informatikai eszközök működési elveinek megismerése. A digitális eszközök főbb egységei;"Ennek a témakörnek a tartalmi elemeit kisebb részletekben a többi témakör oktatásában javasoljuk feldolgozni akkor, amikor az adott eszköz használata szükségessé teszi azt. Az itt leírtak nem önálló tanulási egységei a tananyagnak.A tanulók különböző informatikai környezetekkel találkoznak mindennapi életük, tanulmányaik és más tevékenységük során. Társadalmi érintkezésükben aktív szerepet akkor tudnak betölteni, ha a digitális környezet elvi és gyakorlati kérdéseit folyamatosan megismerik, abba képesek beavatkozni és ismereteiket másokkal megosztani"
66.;A modern digitális eszközök működése;"Kommunikációs eszközök, mobileszközök; felhőszolgáltatások, szinkronizálás, ergonómia";Az informatikai eszközök, mobileszközök operációs rendszerei;
67.;Operációs rendszerek;Operációs rendszerek, lokális, illetve hálózati fájl- és mappaműveletek;"Operációs rendszer segédprogramjaiFelhőszolgáltatások igénybevétele, használata a csoportmunkábanÁllományok kezelése és megosztása a felhőben";
68.;Operációs rendszerek;Tömörítés, digitális kártevők és védekezés ellenük;"Állomány- és mappatömörítésDigitális kártevők elleni védekezés";
